City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed
bluff,nz,-46.6,168.33,1512795876,61.41,99.0,48.0,17.4
moron,mn,-34.65,-58.62,1512792000,75.2,64.0,0.0,8.05
japura,br,-0.32,102.35,1512796040,83.01,80.0,68.0,3.71
zavallya,ua,48.21,30.02,1512796018,27.48,73.0,0.0,9.24
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
sorochinsk,ru,52.43,53.16,1512796040,17.4,88.0,48.0,11.25
padang,id,-0.95,100.35,1512796040,80.67,100.0,56.0,4.54
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
stromness,gb,58.97,-3.3,1512795000,37.4,69.0,48.0,24.16
fort frances,ca,48.6,-93.4,1512791700,12.2,78.0,90.0,11.41
avarua,ck,-21.21,-159.78,1512792000,77.0,94.0,90.0,4.7
mairana,bo,-18.12,-63.93,1512796042,61.5,98.0,68.0,2.26
punta arenas,cl,-53.15,-70.92,1512792000,41.0,80.0,0.0,21.92
lodja,cd,-3.48,23.43,1512796042,70.5,98.0,92.0,3.27
kendari,id,-3.94,122.5,1512795972,79.54,100.0,24.0,3.76
doha,kw,25.29,51.53,1512792000,59.0,58.0,0.0,14.99
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
hilo,us,19.73,-155.09,1512794460,73.4,93.0,90.0,8.12
port alfred,za,-33.59,26.89,1512795639,69.78,86.0,20.0,23.67
college,us,64.86,-147.8,1512791880,23.0,100.0,75.0,3.38
hasaki,jp,35.73,140.83,1512793800,50.0,34.0,20.0,3.36
katherine,au,-14.47,132.27,1512793800,98.6,30.0,0.0,13.87
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
ust-kan,ru,50.93,84.76,1512796044,10.2,63.0,0.0,1.97
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
manutuke,nz,-38.68,177.92,1512796044,71.67,53.0,0.0,12.15
tuktoyaktuk,ca,69.45,-133.04,1512792000,6.8,84.0,90.0,17.22
beringovskiy,ru,63.05,179.32,1512796045,23.56,100.0,80.0,16.62
khatanga,ru,71.97,102.5,1512795988,-21.58,32.0,0.0,9.08
camacha,pt,33.08,-16.33,1512793800,64.4,63.0,40.0,8.05
itatiba,br,-23.01,-46.84,1512792000,68.0,88.0,40.0,5.82
ixtapa,mx,20.7,-105.2,1512796046,59.16,91.0,12.0,2.48
new norfolk,au,-42.78,147.06,1512793800,71.6,30.0,0.0,23.04
tuktoyaktuk,ca,69.45,-133.04,1512792000,6.8,84.0,90.0,17.22
saldanha,za,-33.01,17.94,1512792000,62.6,82.0,0.0,16.11
atasu,kz,48.68,71.64,1512796047,28.47,94.0,80.0,21.05
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
vila franca do campo,pt,37.72,-25.43,1512793800,66.2,82.0,20.0,8.05
yellowknife,ca,62.46,-114.35,1512792000,8.6,84.0,75.0,8.05
port alfred,za,-33.59,26.89,1512795639,69.78,86.0,20.0,23.67
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
barrow,us,71.29,-156.79,1512791580,-0.41,77.0,90.0,19.46
bethel,us,41.37,-73.41,1512795360,37.4,50.0,75.0,3.36
dong xoai,vn,11.53,106.92,1512796047,86.74,52.0,0.0,5.21
cloquet,us,46.72,-92.46,1512794100,26.6,73.0,90.0,14.99
qasigiannguit,gl,68.82,-51.19,1512795000,37.4,51.0,92.0,23.04
alyangula,au,-13.85,136.42,1512796048,89.85,82.0,0.0,14.61
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
reconquista,ar,-29.15,-59.65,1512796049,73.56,53.0,12.0,4.21
bandarbeyla,so,9.49,50.81,1512796049,79.63,100.0,68.0,20.65
tuktoyaktuk,ca,69.45,-133.04,1512792000,6.8,84.0,90.0,17.22
cape town,za,-33.93,18.42,1512792000,64.4,82.0,20.0,25.28
tiksi,ru,71.69,128.87,1512795983,-11.59,76.0,56.0,2.86
kavieng,pg,-2.57,150.8,1512796038,79.32,100.0,92.0,4.99
inirida,co,3.87,-67.92,1512796050,75.76,90.0,44.0,2.48
olga,ru,43.74,135.29,1512796050,16.05,46.0,0.0,4.32
malpe,in,13.35,74.72,1512795600,84.2,70.0,40.0,5.82
vyborg,ru,60.71,28.75,1512795000,35.6,93.0,90.0,6.93
hun,ly,29.13,15.95,1512796051,29.68,74.0,8.0,2.75
doaba,pk,33.42,70.74,1512796051,56.59,41.0,76.0,1.86
longyearbyen,sj,78.22,15.64,1512795000,28.4,79.0,40.0,8.05
hermanus,za,-34.42,19.23,1512795980,63.34,88.0,88.0,6.55
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
kungurtug,ru,50.6,97.52,1512796052,10.65,64.0,0.0,2.82
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
hithadhoo,mv,-0.6,73.08,1512795981,82.11,100.0,8.0,9.35
gangapur,in,26.48,76.72,1512796052,70.81,58.0,0.0,4.05
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
georgetown,sh,6.8,-58.16,1512795982,77.56,84.0,68.0,4.61
bengkulu,id,-3.8,102.27,1512795995,82.96,100.0,64.0,5.5
bilma,ne,18.69,12.92,1512795983,53.85,46.0,76.0,6.78
sioux lookout,ca,50.1,-91.92,1512794400,1.4,76.0,5.0,3.36
barkly west,za,-28.54,24.52,1512792000,62.6,72.0,0.0,13.87
petatlan,mx,17.52,-101.27,1512796053,77.16,95.0,0.0,4.09
vaini,to,-21.2,-175.2,1512795978,77.16,100.0,64.0,20.6
barrow,us,71.29,-156.79,1512791580,-0.41,77.0,90.0,19.46
kota belud,my,6.35,116.43,1512793800,89.6,70.0,75.0,4.7
alihe,cn,50.57,123.72,1512796054,-5.51,65.0,64.0,3.87
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
arrecife,es,28.96,-13.55,1512795600,64.4,77.0,0.0,13.87
donauworth,de,48.7,10.8,1512795360,30.2,79.0,92.0,9.17
vila franca do campo,pt,37.72,-25.43,1512793800,66.2,82.0,20.0,8.05
bethel,us,41.37,-73.41,1512795360,37.4,50.0,75.0,3.36
saskylakh,ru,71.92,114.08,1512795639,-7.94,65.0,44.0,6.85
busselton,au,-33.65,115.33,1512795639,79.32,70.0,68.0,3.87
karasuk,ru,53.74,78.04,1512796055,12.18,87.0,20.0,10.87
sitka,us,57.05,-135.33,1512791760,50.0,76.0,90.0,19.46
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
hilo,us,19.73,-155.09,1512794460,73.4,93.0,90.0,8.12
ostrovnoy,ru,68.05,39.51,1512795993,10.29,92.0,56.0,13.78
severo-kurilsk,ru,50.68,156.12,1512796003,31.35,100.0,68.0,13.67
rakaia,nz,-43.75,172.02,1512793800,80.6,34.0,56.0,6.93
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
rabo de peixe,pt,37.8,-25.58,1512793800,66.2,82.0,20.0,8.05
east london,za,-33.02,27.91,1512796006,70.81,100.0,0.0,25.12
taoudenni,ml,22.68,-3.98,1512796056,50.56,60.0,0.0,13.33
hudson bay,ca,52.85,-102.38,1512796017,8.49,77.0,8.0,2.3
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
kapaa,us,22.08,-159.32,1512791760,75.2,94.0,90.0,6.93
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
guerrero negro,mx,27.98,-114.06,1512796057,60.96,55.0,8.0,13.27
beyneu,kz,45.32,55.2,1512796057,24.6,77.0,88.0,14.27
bethel,us,41.37,-73.41,1512795360,37.4,50.0,75.0,3.36
east london,za,-33.02,27.91,1512796006,70.81,100.0,0.0,25.12
atuona,pf,-9.8,-139.03,1512795610,79.54,100.0,68.0,16.62
sistranda,no,63.73,8.83,1512795000,39.2,93.0,75.0,25.28
bandarbeyla,so,9.49,50.81,1512796049,79.63,100.0,68.0,20.65
port elizabeth,za,-33.92,25.57,1512792000,66.2,77.0,0.0,32.21
sao joao da barra,br,-21.64,-41.05,1512796058,72.79,100.0,88.0,19.19
hilo,us,19.73,-155.09,1512794460,73.4,93.0,90.0,8.12
makurdi,ng,7.74,8.51,1512796059,68.97,66.0,0.0,5.55
terney,ru,45.05,136.61,1512796059,15.01,100.0,0.0,16.62
namatanai,pg,-3.67,152.43,1512796059,79.59,100.0,64.0,3.98
hithadhoo,mv,-0.6,73.08,1512795981,82.11,100.0,8.0,9.35
ilhabela,br,-23.78,-45.36,1512795807,72.43,99.0,8.0,3.27
saskylakh,ru,71.92,114.08,1512795639,-7.94,65.0,44.0,6.85
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
karachi,pk,24.91,67.08,1512791700,62.6,20.0,0.0,3.36
punta arenas,cl,-53.15,-70.92,1512792000,41.0,80.0,0.0,21.92
ribeira grande,pt,38.52,-28.7,1512796017,67.35,95.0,0.0,14.9
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
adre,td,13.47,22.2,1512796060,62.53,36.0,32.0,13.33
adre,td,13.47,22.2,1512796060,62.53,36.0,32.0,13.33
moerai,pf,-22.43,-151.33,1512796060,77.11,100.0,80.0,6.85
madimba,tz,-10.4,40.33,1512792000,77.0,100.0,90.0,13.87
busselton,au,-33.65,115.33,1512795639,79.32,70.0,68.0,3.87
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
bluff,nz,-46.6,168.33,1512795876,61.41,99.0,48.0,17.4
clyde river,ca,70.47,-68.59,1512794400,10.4,85.0,90.0,18.34
hithadhoo,mv,-0.6,73.08,1512795981,82.11,100.0,8.0,9.35
ixtapa,mx,20.7,-105.2,1512796046,59.16,91.0,12.0,2.48
chuy,uy,-33.7,-53.46,1512795643,66.0,88.0,76.0,11.65
vila velha,br,-20.33,-40.29,1512792000,73.4,100.0,90.0,17.22
mandalgovi,mn,45.76,106.27,1512796062,22.44,68.0,0.0,13.15
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
torbay,ca,47.67,-52.73,1512792000,32.0,100.0,75.0,13.87
port-gentil,ga,-0.72,8.78,1512796062,77.97,100.0,80.0,0.51
tigil,ru,57.8,158.67,1512796063,2.82,66.0,56.0,8.12
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
tuktoyaktuk,ca,69.45,-133.04,1512792000,6.8,84.0,90.0,17.22
botou,cn,38.07,116.57,1512796063,46.29,35.0,76.0,7.85
tiksi,ru,71.69,128.87,1512795983,-11.59,76.0,56.0,2.86
chhatarpur,in,24.9,79.6,1512796064,75.36,41.0,0.0,4.88
yulara,au,-25.24,130.99,1512792000,89.6,13.0,0.0,18.34
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
vanimo,pg,-2.67,141.3,1512796064,82.96,100.0,44.0,5.77
poum,nc,-20.23,164.02,1512796037,78.78,100.0,56.0,12.55
takoradi,gh,4.88,-1.76,1512796065,77.74,100.0,24.0,7.07
loreto,mx,22.27,-101.97,1512796065,27.21,59.0,0.0,10.8
hamilton,bm,43.23,-79.95,1512793560,32.0,54.0,90.0,11.41
praia da vitoria,pt,38.73,-27.07,1512792000,64.4,93.0,40.0,15.05
sens,fr,48.2,3.28,1512795600,33.8,86.0,90.0,11.41
port hardy,ca,50.7,-127.42,1512792000,46.4,65.0,75.0,19.46
lompoc,us,34.64,-120.46,1512794100,50.0,31.0,1.0,4.7
carnarvon,au,-24.87,113.63,1512796066,79.09,82.0,8.0,14.05
tuktoyaktuk,ca,69.45,-133.04,1512792000,6.8,84.0,90.0,17.22
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
mahebourg,mu,-20.41,57.7,1512792000,82.4,65.0,40.0,10.29
avarua,ck,-21.21,-159.78,1512792000,77.0,94.0,90.0,4.7
hermanus,za,-34.42,19.23,1512795980,63.34,88.0,88.0,6.55
ca mau,vn,9.18,105.15,1512796067,83.23,85.0,8.0,7.63
bredasdorp,za,-34.53,20.04,1512792000,68.0,77.0,56.0,8.05
hamadan,ir,34.8,48.51,1512792000,26.6,79.0,0.0,4.72
pangkalanbuun,id,-2.68,111.62,1512796068,85.44,77.0,56.0,8.79
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
kununurra,au,-15.77,128.73,1512793800,100.4,37.0,64.0,11.41
adrar,dz,27.87,-0.29,1512792000,46.4,61.0,0.0,9.17
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
laguna,br,38.42,-121.42,1512794100,46.4,80.0,1.0,2.53
kapaa,us,22.08,-159.32,1512791760,75.2,94.0,90.0,6.93
fougamou,ga,-1.22,10.58,1512796069,71.13,100.0,92.0,3.04
esperance,au,-33.87,121.9,1512796022,90.39,28.0,12.0,5.84
jamestown,sh,42.1,-79.24,1512795360,24.8,73.0,40.0,10.29
atuona,pf,-9.8,-139.03,1512795610,79.54,100.0,68.0,16.62
hithadhoo,mv,-0.6,73.08,1512795981,82.11,100.0,8.0,9.35
barrow,us,71.29,-156.79,1512791580,-0.41,77.0,90.0,19.46
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
narrabri,au,-30.32,149.78,1512796069,83.91,31.0,0.0,10.36
digapahandi,in,19.37,84.58,1512796070,67.84,100.0,92.0,13.15
sola,vu,-13.88,167.55,1512796070,83.59,94.0,56.0,3.31
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
grand-santi,gf,4.25,-54.38,1512796071,75.36,92.0,76.0,4.21
kasongo-lunda,cd,-6.47,16.82,1512796071,69.15,99.0,88.0,2.53
khatanga,ru,71.97,102.5,1512795988,-21.58,32.0,0.0,9.08
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
kitimat,ca,54.05,-128.65,1512792000,26.6,92.0,75.0,4.7
fortuna,us,40.6,-124.16,1512794100,46.4,93.0,20.0,12.75
myanaung,mm,18.28,95.32,1512796072,78.73,87.0,80.0,8.75
dicabisagan,ph,17.08,122.42,1512795987,73.33,100.0,80.0,17.36
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
port macquarie,au,-31.43,152.92,1512792000,73.4,56.0,40.0,16.11
port alfred,za,-33.59,26.89,1512795639,69.78,86.0,20.0,23.67
tasiilaq,gl,65.61,-37.64,1512795983,27.34,100.0,92.0,17.85
micheweni,tz,-4.97,39.83,1512796073,81.75,100.0,48.0,16.84
barrow,us,71.29,-156.79,1512791580,-0.41,77.0,90.0,19.46
leningradskiy,ru,69.38,178.42,1512796039,18.84,94.0,80.0,12.59
santa comba,es,43.03,-8.81,1512795600,50.0,100.0,75.0,1.12
hovd,mn,48.01,91.64,1512796074,5.83,63.0,0.0,3.83
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
santa maria,cv,-29.68,-53.81,1512796074,63.39,77.0,0.0,5.5
lorengau,pg,-2.02,147.27,1512792000,89.6,70.0,75.0,9.17
ugoofaaru,mv,5.67,73.0,1512796075,82.29,100.0,24.0,8.63
kapaa,us,22.08,-159.32,1512791760,75.2,94.0,90.0,6.93
pangnirtung,ca,66.15,-65.71,1512796031,20.1,93.0,80.0,5.73
ponta do sol,cv,32.67,-17.1,1512793800,62.6,67.0,75.0,8.05
nouadhibou,mr,20.93,-17.03,1512792000,64.4,42.0,0.0,23.04
coquimbo,cl,-29.95,-71.34,1512792000,55.4,93.0,0.0,3.36
naze,jp,28.37,129.48,1512792000,60.8,63.0,75.0,13.87
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
cape town,za,-33.93,18.42,1512792000,64.4,82.0,20.0,25.28
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
chateaubelair,vc,13.28,-61.25,1512792000,77.0,88.0,75.0,23.04
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
kungurtug,ru,50.6,97.52,1512796052,10.65,64.0,0.0,2.82
cape town,za,-33.93,18.42,1512792000,64.4,82.0,20.0,25.28
southbridge,nz,42.08,-72.03,1512795360,37.4,60.0,75.0,2.48
tuktoyaktuk,ca,69.45,-133.04,1512792000,6.8,84.0,90.0,17.22
port alfred,za,-33.59,26.89,1512795639,69.78,86.0,20.0,23.67
oranjemund,na,-28.55,16.43,1512796077,62.31,96.0,88.0,21.83
tura,ru,25.52,90.22,1512796078,72.39,83.0,12.0,2.86
saint joseph,us,39.77,-94.85,1512791580,28.4,92.0,1.0,5.82
vila franca do campo,pt,37.72,-25.43,1512793800,66.2,82.0,20.0,8.05
dikson,ru,73.51,80.55,1512795636,-0.43,100.0,32.0,26.69
port lincoln,au,-34.73,135.87,1512796079,67.62,81.0,0.0,8.08
saldanha,za,-33.01,17.94,1512792000,62.6,82.0,0.0,16.11
te anau,nz,-45.42,167.72,1512796079,58.89,75.0,0.0,12.55
hermanus,za,-34.42,19.23,1512795980,63.34,88.0,88.0,6.55
anadyr,ru,64.75,177.48,1512792000,3.2,77.0,0.0,13.42
jamestown,sh,42.1,-79.24,1512795360,24.8,73.0,40.0,10.29
palenque,mx,17.52,-91.97,1512796080,65.37,97.0,92.0,11.43
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
crewe,gb,53.1,-2.44,1512795000,35.6,86.0,56.0,3.36
bredasdorp,za,-34.53,20.04,1512792000,68.0,77.0,56.0,8.05
fortuna,us,40.6,-124.16,1512794100,46.4,93.0,20.0,12.75
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
hilo,us,19.73,-155.09,1512794460,73.4,93.0,90.0,8.12
uvat,ru,59.14,68.9,1512796081,21.63,74.0,80.0,8.41
punta arenas,cl,-53.15,-70.92,1512792000,41.0,80.0,0.0,21.92
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
busselton,au,-33.65,115.33,1512795639,79.32,70.0,68.0,3.87
jamestown,sh,42.1,-79.24,1512795360,24.8,73.0,40.0,10.29
coquimbo,cl,-29.95,-71.34,1512792000,55.4,93.0,0.0,3.36
bahia blanca,ar,-38.72,-62.27,1512796082,61.59,99.0,12.0,6.06
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
busselton,au,-33.65,115.33,1512795639,79.32,70.0,68.0,3.87
saskylakh,ru,71.92,114.08,1512795639,-7.94,65.0,44.0,6.85
hobart,au,-42.88,147.33,1512793800,71.6,30.0,0.0,23.04
albany,au,42.65,-73.76,1512795060,28.4,63.0,90.0,2.53
vaini,to,-21.2,-175.2,1512795978,77.16,100.0,64.0,20.6
sawtell,au,-30.38,153.1,1512793800,73.4,69.0,40.0,18.34
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
las vegas,hn,36.17,-115.14,1512795480,53.6,23.0,1.0,9.17
flinders,au,-34.58,150.86,1512792000,73.4,56.0,8.0,16.11
homer,us,59.64,-151.55,1512791580,30.2,92.0,1.0,8.01
isangel,vu,-19.55,169.27,1512796083,78.69,100.0,0.0,9.91
isangel,vu,-19.55,169.27,1512796083,78.69,100.0,0.0,9.91
norman wells,ca,65.28,-126.83,1512792000,19.4,85.0,75.0,4.7
tilichiki,ru,60.47,166.1,1512796084,-22.61,66.0,0.0,2.71
kapaa,us,22.08,-159.32,1512791760,75.2,94.0,90.0,6.93
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
longyearbyen,sj,78.22,15.64,1512795000,28.4,79.0,40.0,8.05
yerbogachen,ru,61.28,108.01,1512796084,-23.69,35.0,8.0,3.76
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
namibe,ao,-15.2,12.15,1512796084,71.53,100.0,48.0,6.51
arraial do cabo,br,-22.97,-42.03,1512795873,70.36,100.0,100.0,11.1
qaanaaq,gl,77.48,-69.36,1512795974,24.42,91.0,76.0,11.81
ginir,et,7.13,40.7,1512796085,66.76,45.0,0.0,4.32
busselton,au,-33.65,115.33,1512795639,79.32,70.0,68.0,3.87
rikitea,pf,-23.12,-134.97,1512795638,75.31,100.0,92.0,12.1
georgetown,sh,6.8,-58.16,1512795982,77.56,84.0,68.0,4.61
butaritari,ki,3.07,172.79,1512795938,82.56,100.0,76.0,12.15
ushuaia,ar,-54.8,-68.3,1512792000,44.6,65.0,90.0,25.28
cherskiy,ru,68.75,161.3,1512795998,-2.99,76.0,68.0,3.2
yellowknife,ca,62.46,-114.35,1512792000,8.6,84.0,75.0,8.05
puerto ayora,ec,-0.74,-90.35,1512795643,71.13,100.0,0.0,7.74
meulaboh,id,4.14,96.13,1512796011,82.06,100.0,24.0,2.04
khatanga,ru,71.97,102.5,1512795988,-21.58,32.0,0.0,9.08
kyabe,td,9.45,18.94,1512795990,72.43,38.0,20.0,8.57
hithadhoo,mv,-0.6,73.08,1512795981,82.11,100.0,8.0,9.35
